pm25,dewp,temp,cws,target,cbwd_1,cbwd_2,cbwd_3,clunar,cstorm,cwkend,nord_cws,date,cmonth_2.0,cmonth_3.0,cmonth_4.0,cmonth_5.0,cmonth_6.0,cmonth_7.0,cmonth_8.0,cmonth_9.0,cmonth_10.0,cmonth_11.0,cmonth_12.0,chour_1.0,chour_2.0,chour_3.0,chour_4.0,chour_5.0,chour_6.0,chour_7.0,chour_8.0,chour_9.0,chour_10.0,chour_11.0,chour_12.0,chour_13.0,chour_14.0,chour_15.0,chour_16.0,chour_17.0,chour_18.0,chour_19.0,chour_20.0,chour_21.0,chour_22.0,chour_23.0,pm25_1,pm25_2
121,25,32,1,120,0,0,1,0,0,1,1,2012-07-01 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,122,121
120,25,30,4,192,0,0,1,0,0,1,4,2012-07-01 20:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,122
192,25,30,6,199,0,0,1,0,0,1,6,2012-07-01 21:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,121
199,24,29,9,205,0,0,1,0,0,1,9,2012-07-01 22:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,192,120
205,25,28,3,200,0,1,0,0,0,0,3,2012-07-01 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,192
200,25,28,6,178,0,1,0,0,0,0,6,2012-07-02 00:00:00,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,199
178,22,27,3,104,0,0,1,0,0,0,3,2012-07-02 01:00:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,205
104,17,26,7,84,0,0,1,0,0,0,7,2012-07-02 02:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,200
84,16,25,10,61,0,0,1,0,0,0,10,2012-07-02 03:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,178
61,13,22,3,38,0,1,0,0,0,0,3,2012-07-02 04:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,104
38,14,21,6,27,0,1,0,0,0,0,6,2012-07-02 05:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,84
27,16,23,0,17,1,0,0,0,0,0,0,2012-07-02 06:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,61
17,15,26,1,17,1,0,0,0,0,0,0,2012-07-02 07:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,38
17,14,28,1,19,0,0,1,0,0,0,1,2012-07-02 08:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,27
19,13,31,0,12,1,0,0,0,0,0,0,2012-07-02 09:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17
12,14,32,1,9,0,1,0,0,0,0,1,2012-07-02 10:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,17
9,15,32,1,13,0,0,1,0,0,0,1,2012-07-02 11:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,19
13,13,34,1,13,0,1,0,0,0,0,1,2012-07-02 12:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,12
13,11,34,3,12,1,0,0,0,0,0,0,2012-07-02 13:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,9
12,12,35,4,19,1,0,0,0,0,0,0,2012-07-02 14:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,13
19,14,35,3,17,0,0,0,0,0,0,0,2012-07-02 15:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,13
17,14,35,7,16,1,0,0,0,0,0,0,2012-07-02 16:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,12
16,13,34,5,22,0,0,0,0,0,0,0,2012-07-02 17:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,19
22,14,33,8,21,0,0,0,0,0,0,0,2012-07-02 18:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,17
21,13,32,12,24,0,0,0,0,0,0,0,2012-07-02 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,22,16
24,13,32,16,27,0,0,0,0,0,0,0,2012-07-02 20:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,22
27,17,29,17,22,0,0,0,0,0,0,0,2012-07-02 21:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,21
22,16,29,19,23,0,0,0,0,0,0,0,2012-07-02 22:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,24
23,14,30,21,33,0,0,0,0,0,0,0,2012-07-02 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27
33,17,25,0,45,1,0,0,0,0,0,0,2012-07-03 00:00:00,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22
45,18,23,1,48,1,0,0,0,0,0,0,2012-07-03 01:00:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,23
48,18,23,1,51,0,1,0,0,0,0,1,2012-07-03 02:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,33
51,18,21,4,45,0,1,0,0,0,0,4,2012-07-03 03:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45
45,18,21,5,48,0,1,0,0,0,0,5,2012-07-03 04:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,48
48,18,20,8,35,0,1,0,0,0,0,8,2012-07-03 05:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,51
35,19,22,12,32,0,1,0,0,0,0,12,2012-07-03 06:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,45
32,20,25,16,29,0,1,0,0,0,0,16,2012-07-03 07:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,48
29,19,29,17,21,0,1,0,0,0,0,17,2012-07-03 08:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35
21,17,30,1,20,0,0,1,0,0,0,1,2012-07-03 09:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32
20,15,32,3,16,0,1,0,0,0,0,3,2012-07-03 10:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,29
16,15,33,3,18,0,0,1,0,0,0,3,2012-07-03 11:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,21
18,15,34,4,18,0,0,1,0,0,0,4,2012-07-03 12:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,20
18,16,35,6,15,0,0,1,0,0,0,6,2012-07-03 13:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18,16
15,15,35,3,26,0,0,0,0,0,0,0,2012-07-03 14:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,18
26,16,35,1,22,1,0,0,0,0,0,0,2012-07-03 15:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,18
22,15,35,1,20,0,0,0,0,0,0,0,2012-07-03 16:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,26,15
20,15,34,4,24,0,0,0,0,0,0,0,2012-07-03 17:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22,26
24,15,33,8,22,0,0,0,0,0,0,0,2012-07-03 18:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,22
22,16,32,9,24,0,0,0,0,0,0,0,2012-07-03 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,20
24,17,31,11,33,0,0,0,0,0,0,0,2012-07-03 20:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,24
33,17,30,14,42,0,0,0,0,0,0,0,2012-07-03 21:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,22
42,19,30,19,103,0,0,0,0,0,0,0,2012-07-03 22:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,24
103,17,28,25,115,0,0,0,0,0,0,0,2012-07-03 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,33
115,16,27,28,60,0,0,0,0,0,0,0,2012-07-04 00:00:00,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,42
60,16,27,30,45,0,0,0,0,0,0,0,2012-07-04 01:00:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,103
45,17,26,32,60,0,0,0,0,0,0,0,2012-07-04 02:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,115
60,17,26,35,69,0,0,0,0,0,0,0,2012-07-04 03:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,60
69,17,25,1,87,0,0,1,0,0,0,1,2012-07-04 04:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,45
87,18,24,0,91,1,0,0,0,0,0,0,2012-07-04 05:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,60
91,19,24,1,114,1,0,0,0,0,0,0,2012-07-04 06:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,69
114,18,26,1,96,0,0,0,0,0,0,0,2012-07-04 07:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,87
96,18,27,0,97,1,0,0,0,0,0,0,2012-07-04 08:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,91
97,18,28,1,81,0,0,1,0,0,0,1,2012-07-04 09:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,114
81,18,29,1,81,1,0,0,0,0,0,0,2012-07-04 10:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97,96
81,18,30,3,83,0,0,0,0,0,0,0,2012-07-04 11:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,81,97
83,19,31,6,88,0,0,0,0,0,0,0,2012-07-04 12:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81,81
88,19,31,8,85,0,0,0,0,0,0,0,2012-07-04 13:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,81
85,20,31,3,95,1,0,0,0,0,0,0,2012-07-04 14:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,88,83
95,19,31,4,114,0,0,0,0,0,0,0,2012-07-04 15:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85,88
114,19,31,8,110,0,0,0,0,0,0,0,2012-07-04 16:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,95,85
110,22,29,13,106,0,0,0,0,0,0,0,2012-07-04 17:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,114,95
106,21,29,18,105,0,0,0,0,0,0,0,2012-07-04 18:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110,114
105,19,28,22,98,0,0,0,0,0,0,0,2012-07-04 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106,110
98,19,27,26,89,0,0,0,0,0,0,0,2012-07-04 20:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,105,106
89,17,27,30,83,0,0,0,0,0,0,0,2012-07-04 21:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,105
83,17,26,34,68,0,0,0,0,0,0,0,2012-07-04 22:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,89,98
68,18,25,39,77,0,0,0,0,0,0,0,2012-07-04 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,89
77,19,24,42,75,0,0,0,0,0,0,0,2012-07-05 00:00:00,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,83
75,19,24,46,78,0,0,0,0,0,0,0,2012-07-05 01:00:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,68
78,20,23,1,86,0,1,0,0,0,0,1,2012-07-05 02:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,77
86,20,23,4,94,0,1,0,0,0,0,4,2012-07-05 03:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,75
94,21,22,3,93,0,0,0,0,0,0,0,2012-07-05 04:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,78
93,21,22,0,85,1,0,0,0,0,0,0,2012-07-05 05:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,86
85,22,23,1,77,1,0,0,0,0,0,0,2012-07-05 06:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,94
77,22,23,1,73,0,0,0,0,0,0,0,2012-07-05 07:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,93
73,22,24,0,105,1,0,0,0,0,0,0,2012-07-05 08:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,85
105,22,24,1,89,0,1,0,0,0,0,1,2012-07-05 09:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,77
89,22,25,4,93,0,1,0,0,0,0,4,2012-07-05 10:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,105,73
93,22,25,8,97,0,1,0,0,0,0,8,2012-07-05 11:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89,105
97,21,26,9,92,0,1,0,0,0,0,9,2012-07-05 12:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93,89
92,21,27,1,96,0,0,0,0,0,0,0,2012-07-05 13:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,97,93
96,20,27,3,109,0,0,0,0,0,0,0,2012-07-05 14:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,92,97
109,21,26,6,109,0,0,0,0,0,0,0,2012-07-05 15:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,92
109,20,26,10,110,0,0,0,0,0,0,0,2012-07-05 16:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,109,96
110,21,27,13,132,0,0,0,0,0,0,0,2012-07-05 17:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,109,109
132,21,26,16,149,0,0,0,0,0,0,0,2012-07-05 18:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,110,109
149,21,26,20,133,0,0,0,0,0,0,0,2012-07-05 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,132,110
133,21,25,21,124,0,0,0,0,0,0,0,2012-07-05 20:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,149,132
124,21,25,23,122,0,0,0,0,0,0,0,2012-07-05 21:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,133,149
122,20,22,4,32,0,1,0,0,0,0,4,2012-07-05 22:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124,133
32,20,22,3,34,0,0,0,0,0,0,0,2012-07-05 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,124
34,20,21,7,46,0,1,0,0,0,0,7,2012-07-06 00:00:00,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,122
46,20,21,0,47,1,0,0,0,0,0,0,2012-07-06 01:00:00,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32
47,20,22,1,53,1,0,0,0,0,0,0,2012-07-06 02:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,34
53,20,22,2,55,1,0,0,0,0,0,0,2012-07-06 03:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,46
55,20,22,0,52,0,1,0,0,0,0,0,2012-07-06 04:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,47
52,20,22,2,52,0,1,0,0,0,0,2,2012-07-06 05:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,53
52,21,22,3,56,0,1,0,0,0,0,3,2012-07-06 06:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,55
56,21,22,5,59,0,1,0,0,0,0,5,2012-07-06 07:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52
59,21,23,0,90,1,0,0,0,0,0,0,2012-07-06 08:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,52
90,21,24,1,112,1,0,0,0,0,0,0,2012-07-06 09:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,59,56
112,22,25,1,123,0,0,0,0,0,0,0,2012-07-06 10:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,59
123,22,26,0,133,1,0,0,0,0,0,0,2012-07-06 11:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112,90
133,22,26,1,155,1,0,0,0,0,0,0,2012-07-06 12:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,123,112
155,22,25,1,153,0,0,0,0,0,0,0,2012-07-06 13:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,133,123
153,23,24,1,159,1,0,0,0,0,0,0,2012-07-06 14:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,155,133
159,23,25,2,168,1,0,0,0,0,0,0,2012-07-06 15:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153,155
168,23,25,1,179,0,0,0,0,0,0,0,2012-07-06 16:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,159,153
179,23,25,1,199,0,0,1,0,0,0,1,2012-07-06 17:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,168,159
199,23,25,3,184,0,0,1,0,0,0,3,2012-07-06 18:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,179,168
184,23,25,5,194,0,0,1,0,0,0,5,2012-07-06 19:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,199,179
194,23,24,7,188,0,0,1,0,0,0,7,2012-07-06 20:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,184,199
188,23,24,8,189,0,0,1,0,0,0,8,2012-07-06 21:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,194,184
189,23,24,0,179,1,0,0,0,0,0,0,2012-07-06 22:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188,194
179,23,24,1,184,1,0,0,0,0,1,0,2012-07-06 23:00:00,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,188
